0.000000000000000000e+00 1.099574143725164049e+03
2.000000000000000042e-02 1.029435527383395993e+03
4.000000000000000083e-02 9.434672291978940848e+02
5.999999999999999778e-02 8.554582591348784035e+02
8.000000000000000167e-02 7.751966027621726880e+02
1.000000000000000056e-01 7.048976214545372159e+02
1.199999999999999956e-01 6.423745864908304384e+02
1.400000000000000133e-01 5.865791179617772286e+02
1.600000000000000033e-01 5.367342811565082457e+02
1.799999999999999933e-01 4.905212612950637663e+02
2.000000000000000111e-01 4.482650341493854285e+02
2.200000000000000011e-01 4.112977275610573997e+02
2.399999999999999911e-01 3.782497485337882495e+02
2.600000000000000089e-01 3.478519706847420707e+02
2.800000000000000266e-01 3.195100621932944591e+02
2.999999999999999889e-01 2.929993661771539450e+02
3.200000000000000067e-01 2.687782996377174527e+02
3.400000000000000244e-01 2.461200739150746131e+02
3.599999999999999867e-01 2.244440042578253269e+02
3.800000000000000044e-01 2.035651687638852820e+02
4.000000000000000222e-01 1.842279390227321016e+02
4.199999999999999845e-01 1.677084817826234655e+02
4.400000000000000022e-01 1.540592257686084849e+02
4.600000000000000200e-01 1.432856944394937386e+02
4.799999999999999822e-01 1.355155074738715939e+02
5.000000000000000000e-01 1.283049721031159152e+02
5.200000000000000178e-01 1.175223118250158763e+02
5.400000000000000355e-01 1.065372804351180349e+02
5.600000000000000533e-01 9.447057271310582394e+01
5.799999999999999600e-01 8.340147946910398957e+01
5.999999999999999778e-01 7.578606301061834927e+01
6.199999999999999956e-01 7.104360631237405244e+01
6.400000000000000133e-01 6.676269228004962031e+01
6.600000000000000311e-01 6.330017466139715765e+01
6.800000000000000488e-01 6.116532257812327344e+01
7.000000000000000666e-01 6.035667538274022093e+01
7.199999999999999734e-01 0.000000000000000000e+00
7.399999999999999911e-01 0.000000000000000000e+00
7.600000000000000089e-01 0.000000000000000000e+00
7.800000000000000266e-01 0.000000000000000000e+00
8.000000000000000444e-01 0.000000000000000000e+00
8.200000000000000622e-01 0.000000000000000000e+00
8.399999999999999689e-01 0.000000000000000000e+00
8.599999999999999867e-01 0.000000000000000000e+00
8.800000000000000044e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
9.200000000000000400e-01 0.000000000000000000e+00
9.400000000000000577e-01 0.000000000000000000e+00
9.599999999999999645e-01 0.000000000000000000e+00
9.799999999999999822e-01 0.000000000000000000e+00
