0.000000000000000000e+00 3.829107847614213228e+08
2.000000000000000042e-02 3.765276840296052694e+08
4.000000000000000083e-02 3.689038194726562500e+08
5.999999999999999778e-02 3.599080823732394576e+08
8.000000000000000167e-02 3.490074459835526347e+08
1.000000000000000056e-01 3.362082081729390621e+08
1.199999999999999956e-01 3.214118244620637298e+08
1.400000000000000133e-01 3.050991269947506785e+08
1.600000000000000033e-01 2.877059762575057745e+08
1.799999999999999933e-01 2.695460967107995749e+08
2.000000000000000111e-01 2.510952974094746709e+08
2.200000000000000011e-01 2.326305341918803453e+08
2.399999999999999911e-01 2.144892436086956561e+08
2.600000000000000089e-01 1.968774613806404471e+08
2.800000000000000266e-01 1.800582077449049056e+08
2.999999999999999889e-01 1.642811806899298728e+08
3.200000000000000067e-01 1.495174293206197619e+08
3.400000000000000244e-01 1.358901033270528615e+08
3.599999999999999867e-01 1.235578669858591110e+08
3.800000000000000044e-01 1.125744170020191669e+08
4.000000000000000222e-01 1.029747375817307532e+08
4.199999999999999845e-01 9.469900458881278336e+07
4.400000000000000022e-01 8.777529312746816874e+07
4.600000000000000200e-01 8.216635584361881018e+07
4.799999999999999822e-01 7.775363832062600553e+07
5.000000000000000000e-01 7.056875061561788619e+07
5.200000000000000178e-01 6.321214267866490781e+07
5.400000000000000355e-01 5.765434992280562967e+07
5.600000000000000533e-01 5.319610402490420640e+07
5.799999999999999600e-01 4.951544350115873665e+07
5.999999999999999778e-01 4.653804294396551698e+07
6.199999999999999956e-01 4.422600901509433240e+07
6.400000000000000133e-01 4.245833523791348934e+07
6.600000000000000311e-01 4.126591862601625919e+07
6.800000000000000488e-01 4.060668857727272809e+07
7.000000000000000666e-01 4.038376780487804115e+07
7.199999999999999734e-01 0.000000000000000000e+00
7.399999999999999911e-01 0.000000000000000000e+00
7.600000000000000089e-01 0.000000000000000000e+00
7.800000000000000266e-01 0.000000000000000000e+00
8.000000000000000444e-01 0.000000000000000000e+00
8.200000000000000622e-01 0.000000000000000000e+00
8.399999999999999689e-01 0.000000000000000000e+00
8.599999999999999867e-01 0.000000000000000000e+00
8.800000000000000044e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
9.200000000000000400e-01 0.000000000000000000e+00
9.400000000000000577e-01 0.000000000000000000e+00
9.599999999999999645e-01 0.000000000000000000e+00
9.799999999999999822e-01 0.000000000000000000e+00
